Date,Return
2015-12-04,0.8522727272727216
2015-12-07,-0.4933051444679372
2015-12-08,-0.427655024946534
2015-12-09,-0.14378145219266408
2015-12-10,0.359453630481673
2015-12-11,-1.445086705202307
2015-12-14,-0.29282576866764953
2015-12-15,0.9461426491994105
2015-12-16,2.571428571428567
2015-12-17,-2.7139874739039582
2015-12-18,-0.5763688760806921
2015-12-21,-1.1519078473722113
2015-12-22,1.9382627422828396
2015-12-23,0.6306937631394525
2015-12-24,-0.2787456445992972
2015-12-28,-0.7002801120448154
2015-12-29,-0.3501400560224015
2015-12-30,-0.42164441321152846
2015-12-31,-0.3536067892503586
2016-01-04,0.7209805335256051
2016-01-05,-1.7895490336435216
2016-01-06,-3.318584070796468
2016-01-07,-1.5503875968992331
2016-01-08,-3.908045977011506
2016-01-11,-0.23437500000000888
2016-01-12,-1.3814274750575573
2016-01-13,-4.1633935585231825
2016-01-14,0.0
2016-01-15,1.354784081287046
2016-01-19,-1.6460905349794326
2016-01-20,0.9329940627650654
2016-01-21,0.0
2016-01-22,-0.9787928221859643
2016-01-25,-2.6016260162601648
2016-01-26,0.9884678747940627
2016-01-27,-1.659751037344407
2016-01-28,-2.6600166251038946
2016-01-29,0.929839391377848
2016-02-01,1.2583892617449695
2016-02-02,-3.6820083682008327
2016-02-03,-1.7994858611825113
2016-02-04,1.4072119613016723
2016-02-05,-0.6076388888888914
2016-02-08,1.7559262510974478
2016-02-09,-1.0462074978204097
2016-02-10,-1.0471204188481762
2016-02-11,0.0
2016-02-12,2.666666666666673
2016-02-16,1.021276595744674
2016-02-17,2.3352793994995777
2016-02-18,-1.1290322580645207
2016-02-19,-0.7383100902378987
2016-02-22,3.801652892561991
2016-02-23,-0.8778930566640019
2016-02-24,-0.24772914946324825
2016-02-25,2.312138728323709
2016-02-26,-0.39936102236420873
2016-02-29,0.7246376811594192
2016-03-01,0.6149116064565724
2016-03-02,1.225114854517612
2016-03-03,2.188679245283012
2016-03-04,0.2212389380530926
2016-03-07,1.1887072808320829
2016-03-08,-2.0725388601036223
2016-03-09,-0.452830188679249
2016-03-10,-0.7547169811320728
2016-03-11,0.2262443438913979
2016-03-14,-0.0753012048192755
2016-03-15,0.8384146341463508
2016-03-16,2.1953065859197514
2016-03-17,0.0
2016-03-18,0.7385524372230534
2016-03-21,0.14662756598240156
2016-03-22,-0.4395604395604432
2016-03-23,-2.2844509948415657
2016-03-24,-0.38138825324179204
2016-03-28,-0.3046458492003117
2016-03-29,1.1494252873563109
2016-03-30,0.5271084337349419
2016-03-31,1.199400299850076
2016-04-01,-1.355421686746986
2016-04-04,-2.364607170099151
2016-04-05,0.3142183817753272
2016-04-06,0.5490196078431395
2016-04-07,-1.957713390759593
2016-04-08,-0.5546751188589423
2016-04-11,0.39651070578906195
2016-04-12,0.7075471698113196
2016-04-13,1.4763014763014863
2016-04-14,0.0
2016-04-15,-1.2213740458015279
2016-04-18,2.080123266563941
2016-04-19,0.6741573033707855
2016-04-20,1.639344262295087
2016-04-21,-1.1585807385952218
2016-04-22,-0.14673514306677438
2016-04-25,-0.07358351729212499
2016-04-26,0.6588579795021952
2016-04-27,0.14662756598240156
2016-04-28,2.1754894851341606
2016-04-29,-2.6561378320172238
2016-05-02,-0.36576444769568917
2016-05-03,-0.5185185185185206
2016-05-04,0.15048908954101844
2016-05-05,-0.22471910112359073
2016-05-06,1.3574660633484141
2016-05-09,-0.7451564828613982
2016-05-10,0.8221225710014904
2016-05-11,-0.8928571428571371
2016-05-12,-0.37313432835821425
2016-05-13,-0.8995502248875504
2016-05-16,0.7564296520423573
2016-05-17,0.0
2016-05-18,0.3048780487804949
2016-05-19,-0.0763358778625938
2016-05-20,0.3041825095056969
2016-05-23,-0.07610350076103338
2016-05-24,0.9878419452887464
2016-05-25,1.4253563390847674
2016-05-26,-0.9565857247976379
2016-05-27,-0.22255192878339122
2016-05-31,0.0
2016-06-01,-2.3827252419955345
2016-06-02,0.9167303284950419
2016-06-03,-0.7610350076103609
2016-06-06,0.7645259938837894
2016-06-07,1.133786848072565
2016-06-08,-0.6691449814126383
2016-06-09,0.0
2016-06-10,-0.5315110098709209
2016-06-13,-0.6885998469778107
2016-06-14,-1.1547344110854532
2016-06-15,0.7745933384972862
2016-06-16,1.469450889404482
2016-06-17,0.7598784194528849
2016-06-20,0.22404779686332607
2016-06-21,-1.6369047619047536
2016-06-22,-0.37792894935752613
2016-06-23,0.8276899924755547
2016-06-24,-2.111024237685689
2016-06-27,-2.1721641190667706
2016-06-28,-0.24154589371980165
2016-06-29,0.4803843074459607
2016-06-30,0.07961783439490276
2016-07-01,-1.2422360248447215
2016-07-05,-1.3524264120922826
2016-07-06,2.029220779220779
2016-07-07,1.4319809069212386
2016-07-08,1.5515903801396376
2016-07-11,0.7593014426727384
2016-07-12,0.5231689088191218
2016-07-13,-0.07412898443291169
2016-07-14,0.1473839351510654
2016-07-15,-0.4402054292002971
2016-07-18,0.663716814159291
2016-07-19,0.663716814159291
2016-07-20,0.955180014695083
2016-07-21,0.36049026676280255
2016-07-22,-0.5747126436781614
2016-07-25,-0.21645021645021184
2016-07-26,0.9468317552804006
2016-07-27,-0.1443001443001412
2016-07-28,-0.5477308294209586
2016-07-29,0.39651070578906195
2016-08-01,-1.0309278350515385
2016-08-02,-3.3198380566801635
2016-08-03,0.9151414309484294
2016-08-04,-0.33003300330032304
2016-08-05,0.24671052631578422
2016-08-08,-0.3273322422258668
2016-08-09,1.2335526315789502
2016-08-10,-0.40650406504065617
2016-08-11,0.0
